historical_match_id,year,round,date,team1,team2,score,winner,ground,data_version
hist-1986-0382,1986,Matchday 2,1986-06-07,Northern Ireland,Spain,1-2,Spain,"Estadio Tres de Marzo, Guadalajara",wc26-20260621T130433z
hist-1986-0383,1986,Matchday 3,1986-06-12,Northern Ireland,Brazil,0-3,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1986-0384,1986,Matchday 3,1986-06-12,Algeria,Spain,0-3,Spain,"Estadio Tecnológico, Monterrey",wc26-20260621T130433z
hist-1986-0385,1986,Matchday 1,1986-06-04,Uruguay,Germany,1-1,draw,"Estadio La Corregidora, Querétaro",wc26-20260621T130433z
hist-1986-0386,1986,Matchday 1,1986-06-04,Scotland,Denmark,0-1,Denmark,"Estadio Neza 86, Nezahualcóyotl",wc26-20260621T130433z
hist-1986-0387,1986,Matchday 2,1986-06-08,Germany,Scotland,2-1,Germany,"Estadio La Corregidora, Querétaro",wc26-20260621T130433z
hist-1986-0388,1986,Matchday 2,1986-06-08,Denmark,Uruguay,6-1,Denmark,"Estadio Neza 86, Nezahualcóyotl",wc26-20260621T130433z
hist-1986-0389,1986,Matchday 3,1986-06-13,Denmark,Germany,2-0,Denmark,"Estadio La Corregidora, Querétaro",wc26-20260621T130433z
hist-1986-0390,1986,Matchday 3,1986-06-13,Scotland,Uruguay,0-0,draw,"Estadio Neza 86, Nezahualcóyotl",wc26-20260621T130433z
hist-1986-0391,1986,Matchday 1,1986-06-02,Morocco,Poland,0-0,draw,"Estadio Universitario, Monterrey",wc26-20260621T130433z
hist-1986-0392,1986,Matchday 1,1986-06-03,Portugal,England,1-0,Portugal,"Estadio Tecnológico, Monterrey",wc26-20260621T130433z
hist-1986-0393,1986,Matchday 2,1986-06-06,England,Morocco,0-0,draw,"Estadio Tecnológico, Monterrey",wc26-20260621T130433z
hist-1986-0394,1986,Matchday 2,1986-06-07,Poland,Portugal,1-0,Poland,"Estadio Universitario, Monterrey",wc26-20260621T130433z
hist-1986-0395,1986,Matchday 3,1986-06-11,Portugal,Morocco,1-3,Morocco,"Estadio Tres de Marzo, Guadalajara",wc26-20260621T130433z
hist-1986-0396,1986,Matchday 3,1986-06-11,England,Poland,3-0,England,"Estadio Tecnológico, Monterrey",wc26-20260621T130433z
hist-1986-0397,1986,Round of 16,1986-06-15,Mexico,Bulgaria,2-0,Mexico,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0398,1986,Round of 16,1986-06-15,Soviet Union,Belgium,3-4,Belgium,"Estadio Nou Camp, León",wc26-20260621T130433z
hist-1986-0399,1986,Round of 16,1986-06-16,Argentina,Uruguay,1-0,Argentina,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1986-0400,1986,Round of 16,1986-06-16,Brazil,Poland,4-0,Brazil,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1986-0401,1986,Round of 16,1986-06-17,Italy,France,0-2,France,"Estadio Olímpico Universitario, Mexico City",wc26-20260621T130433z
hist-1986-0402,1986,Round of 16,1986-06-17,Morocco,Germany,0-1,Germany,"Estadio Universitario, Monterrey",wc26-20260621T130433z
hist-1986-0403,1986,Round of 16,1986-06-18,England,Paraguay,3-0,England,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0404,1986,Round of 16,1986-06-18,Denmark,Spain,1-5,Spain,"Estadio La Corregidora, Querétaro",wc26-20260621T130433z
hist-1986-0405,1986,Quarter-finals,1986-06-21,Brazil,France,1-1,France,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1986-0406,1986,Quarter-finals,1986-06-21,Germany,Mexico,0-0,Germany,"Estadio Universitario, Monterrey",wc26-20260621T130433z
hist-1986-0407,1986,Quarter-finals,1986-06-22,Spain,Belgium,1-1,Belgium,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1986-0408,1986,Quarter-finals,1986-06-22,Argentina,England,2-1,Argentina,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0409,1986,Semi-finals,1986-06-25,Argentina,Belgium,2-0,Argentina,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1986-0410,1986,Semi-finals,1986-06-25,France,Germany,0-2,Germany,"Estadio Jalisco, Guadalajara",wc26-20260621T130433z
hist-1986-0411,1986,Third place match,1986-06-28,France,Belgium,4-2,France,"Estadio Cuauhtémoc, Puebla",wc26-20260621T130433z
hist-1986-0412,1986,Final,1986-06-29,Argentina,Germany,3-2,Argentina,"Estadio Azteca, Mexico City",wc26-20260621T130433z
hist-1990-0413,1990,Matchday 1,1990-06-09,Italy,Austria,1-0,Italy,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1990-0414,1990,Matchday 1,1990-06-10,USA,Czech Republic,1-5,Czech Republic,"Stadio Comunale, Florence",wc26-20260621T130433z
hist-1990-0415,1990,Matchday 2,1990-06-14,Italy,USA,1-0,Italy,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1990-0416,1990,Matchday 2,1990-06-15,Austria,Czech Republic,0-1,Czech Republic,"Stadio Comunale, Florence",wc26-20260621T130433z
hist-1990-0417,1990,Matchday 3,1990-06-19,Italy,Czech Republic,2-0,Italy,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1990-0418,1990,Matchday 3,1990-06-19,Austria,USA,2-1,Austria,"Stadio Comunale, Florence",wc26-20260621T130433z
hist-1990-0419,1990,Matchday 1,1990-06-08,Argentina,Cameroon,0-1,Cameroon,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0420,1990,Matchday 1,1990-06-09,Soviet Union,Romania,0-2,Romania,"Stadio San Nicola, Bari",wc26-20260621T130433z
hist-1990-0421,1990,Matchday 1,1990-06-13,Argentina,Soviet Union,2-0,Argentina,"Stadio San Paolo, Naples",wc26-20260621T130433z
hist-1990-0422,1990,Matchday 2,1990-06-14,Cameroon,Romania,2-1,Cameroon,"Stadio San Nicola, Bari",wc26-20260621T130433z
hist-1990-0423,1990,Matchday 3,1990-06-18,Argentina,Romania,1-1,draw,"Stadio San Paolo, Naples",wc26-20260621T130433z
hist-1990-0424,1990,Matchday 3,1990-06-18,Cameroon,Soviet Union,0-4,Soviet Union,"Stadio San Nicola, Bari",wc26-20260621T130433z
hist-1990-0425,1990,Matchday 1,1990-06-10,Brazil,Sweden,2-1,Brazil,"Stadio Delle Alpi, Turin",wc26-20260621T130433z
hist-1990-0426,1990,Matchday 1,1990-06-11,Costa Rica,Scotland,1-0,Costa Rica,"Stadio Luigi Ferraris, Genoa",wc26-20260621T130433z
hist-1990-0427,1990,Matchday 2,1990-06-16,Brazil,Costa Rica,1-0,Brazil,"Stadio Delle Alpi, Turin",wc26-20260621T130433z
hist-1990-0428,1990,Matchday 2,1990-06-16,Sweden,Scotland,1-2,Scotland,"Stadio Luigi Ferraris, Genoa",wc26-20260621T130433z
hist-1990-0429,1990,Matchday 3,1990-06-20,Brazil,Scotland,1-0,Brazil,"Stadio Delle Alpi, Turin",wc26-20260621T130433z
hist-1990-0430,1990,Matchday 3,1990-06-20,Sweden,Costa Rica,1-2,Costa Rica,"Stadio Luigi Ferraris, Genoa",wc26-20260621T130433z
hist-1990-0431,1990,Matchday 1,1990-06-09,United Arab Emirates,Colombia,0-2,Colombia,"Stadio Renato Dall'Ara, Bologna",wc26-20260621T130433z
hist-1990-0432,1990,Matchday 1,1990-06-10,Germany,Yugoslavia,4-1,Germany,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0433,1990,Matchday 2,1990-06-14,Yugoslavia,Colombia,1-0,Yugoslavia,"Stadio Renato Dall'Ara, Bologna",wc26-20260621T130433z
hist-1990-0434,1990,Matchday 2,1990-06-15,Germany,United Arab Emirates,5-1,Germany,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0435,1990,Matchday 3,1990-06-19,Germany,Colombia,1-1,draw,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0436,1990,Matchday 3,1990-06-19,Yugoslavia,United Arab Emirates,4-1,Yugoslavia,"Stadio Renato Dall'Ara, Bologna",wc26-20260621T130433z
hist-1990-0437,1990,Matchday 1,1990-06-12,Belgium,South Korea,2-0,Belgium,"Stadio Marc'Antonio Bentegodi, Verona",wc26-20260621T130433z
hist-1990-0438,1990,Matchday 1,1990-06-13,Uruguay,Spain,0-0,draw,"Stadio Friuli, Udine",wc26-20260621T130433z
hist-1990-0439,1990,Matchday 2,1990-06-17,Belgium,Uruguay,3-1,Belgium,"Stadio Marc'Antonio Bentegodi, Verona",wc26-20260621T130433z
hist-1990-0440,1990,Matchday 2,1990-06-17,South Korea,Spain,1-3,Spain,"Stadio Friuli, Udine",wc26-20260621T130433z
hist-1990-0441,1990,Matchday 3,1990-06-21,Belgium,Spain,1-2,Spain,"Stadio Marc'Antonio Bentegodi, Verona",wc26-20260621T130433z
hist-1990-0442,1990,Matchday 3,1990-06-21,South Korea,Uruguay,0-1,Uruguay,"Stadio Friuli, Udine",wc26-20260621T130433z
hist-1990-0443,1990,Matchday 1,1990-06-11,England,Ireland,1-1,draw,"Stadio Sant'Elia, Cagliari",wc26-20260621T130433z
hist-1990-0444,1990,Matchday 1,1990-06-12,Netherlands,Egypt,1-1,draw,"Stadio La Favorita, Palermo",wc26-20260621T130433z
hist-1990-0445,1990,Matchday 2,1990-06-16,England,Netherlands,0-0,draw,"Stadio Sant'Elia, Cagliari",wc26-20260621T130433z
hist-1990-0446,1990,Matchday 2,1990-06-17,Ireland,Egypt,0-0,draw,"Stadio La Favorita, Palermo",wc26-20260621T130433z
hist-1990-0447,1990,Matchday 3,1990-06-21,England,Egypt,1-0,England,"Stadio Sant'Elia, Cagliari",wc26-20260621T130433z
hist-1990-0448,1990,Matchday 3,1990-06-21,Ireland,Netherlands,1-1,draw,"Stadio La Favorita, Palermo",wc26-20260621T130433z
hist-1990-0449,1990,Round of 16,1990-06-23,Cameroon,Colombia,2-1,Cameroon,"Stadio San Paolo, Naples",wc26-20260621T130433z
hist-1990-0450,1990,Round of 16,1990-06-23,Czech Republic,Costa Rica,4-1,Czech Republic,"Stadio San Nicola, Bari",wc26-20260621T130433z
hist-1990-0451,1990,Round of 16,1990-06-24,Brazil,Argentina,0-1,Argentina,"Stadio Delle Alpi, Turin",wc26-20260621T130433z
hist-1990-0452,1990,Round of 16,1990-06-24,Germany,Netherlands,2-1,Germany,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0453,1990,Round of 16,1990-06-25,Ireland,Romania,0-0,Ireland,"Stadio Luigi Ferraris, Genoa",wc26-20260621T130433z
hist-1990-0454,1990,Round of 16,1990-06-25,Italy,Uruguay,2-0,Italy,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1990-0455,1990,Round of 16,1990-06-26,Spain,Yugoslavia,1-2,Yugoslavia,"Stadio Marc'Antonio Bentegodi, Verona",wc26-20260621T130433z
hist-1990-0456,1990,Round of 16,1990-06-26,England,Belgium,1-0,England,"Stadio Renato Dall'Ara, Bologna",wc26-20260621T130433z
hist-1990-0457,1990,Quarter-finals,1990-06-30,Yugoslavia,Argentina,0-0,Argentina,"Stadio Artemio Franchi, Florence",wc26-20260621T130433z
hist-1990-0458,1990,Quarter-finals,1990-06-30,Italy,Ireland,1-0,Italy,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1990-0459,1990,Quarter-finals,1990-07-01,Germany,Czech Republic,1-0,Germany,"San Siro, Milan",wc26-20260621T130433z
hist-1990-0460,1990,Quarter-finals,1990-07-01,England,Cameroon,3-2,England,"Stadio San Paolo, Naples",wc26-20260621T130433z
hist-1990-0461,1990,Semi-finals,1990-07-03,Italy,Argentina,1-1,Argentina,"Stadio San Paolo, Naples",wc26-20260621T130433z
hist-1990-0462,1990,Semi-finals,1990-07-04,Germany,England,1-1,Germany,"Stadio delle Alpi, Turin",wc26-20260621T130433z
hist-1990-0463,1990,Third place match,1990-07-07,Italy,England,2-1,Italy,"Stadio San Nicola, Bari",wc26-20260621T130433z
hist-1990-0464,1990,Final,1990-07-08,Germany,Argentina,1-0,Germany,"Stadio Olimpico, Rome",wc26-20260621T130433z
hist-1994-0465,1994,Matchday 1,1994-06-18,USA,Switzerland,1-1,draw,"Pontiac Silverdome, Pontiac",wc26-20260621T130433z
hist-1994-0466,1994,Matchday 1,1994-06-18,Colombia,Romania,1-3,Romania,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0467,1994,Matchday 2,1994-06-22,Romania,Switzerland,1-4,Switzerland,"Pontiac Silverdome, Pontiac",wc26-20260621T130433z
hist-1994-0468,1994,Matchday 2,1994-06-22,USA,Colombia,2-1,USA,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0469,1994,Matchday 2,1994-06-26,USA,Romania,0-1,Romania,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0470,1994,Matchday 2,1994-06-26,Switzerland,Colombia,0-2,Colombia,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0471,1994,Matchday 1,1994-06-19,Cameroon,Sweden,2-2,draw,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0472,1994,Matchday 1,1994-06-20,Brazil,Russia,2-0,Brazil,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0473,1994,Matchday 2,1994-06-24,Brazil,Cameroon,3-0,Brazil,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0474,1994,Matchday 2,1994-06-24,Sweden,Russia,3-1,Sweden,"Pontiac Silverdome, Pontiac",wc26-20260621T130433z
hist-1994-0475,1994,Matchday 3,1994-06-28,Russia,Cameroon,6-1,Russia,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0476,1994,Matchday 3,1994-06-28,Brazil,Sweden,1-1,draw,"Pontiac Silverdome, Pontiac",wc26-20260621T130433z
hist-1994-0477,1994,Matchday 1,1994-06-17,Germany,Bolivia,1-0,Germany,"Soldier Field, Chicago",wc26-20260621T130433z
hist-1994-0478,1994,Matchday 1,1994-06-17,Spain,South Korea,2-2,draw,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0479,1994,Matchday 1,1994-06-21,Germany,Spain,1-1,draw,"Soldier Field, Chicago",wc26-20260621T130433z
hist-1994-0480,1994,Matchday 2,1994-06-23,South Korea,Bolivia,0-0,draw,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0481,1994,Matchday 3,1994-06-27,Bolivia,Spain,1-3,Spain,"Soldier Field, Chicago",wc26-20260621T130433z
hist-1994-0482,1994,Matchday 3,1994-06-27,Germany,South Korea,3-2,Germany,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0483,1994,Matchday 1,1994-06-21,Argentina,Greece,4-0,Argentina,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0484,1994,Matchday 1,1994-06-21,Nigeria,Bulgaria,3-0,Nigeria,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0485,1994,Matchday 2,1994-06-25,Argentina,Nigeria,2-1,Argentina,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0486,1994,Matchday 2,1994-06-26,Greece,Bulgaria,0-4,Bulgaria,"Soldier Field, Chicago",wc26-20260621T130433z
hist-1994-0487,1994,Matchday 3,1994-06-30,Greece,Nigeria,0-2,Nigeria,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0488,1994,Matchday 3,1994-06-30,Argentina,Bulgaria,0-2,Bulgaria,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0489,1994,Matchday 1,1994-06-18,Italy,Ireland,0-1,Ireland,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0490,1994,Matchday 1,1994-06-19,Norway,Mexico,1-0,Norway,"RFK Stadium, Washington",wc26-20260621T130433z
hist-1994-0491,1994,Matchday 2,1994-06-23,Italy,Norway,1-0,Italy,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0492,1994,Matchday 2,1994-06-24,Mexico,Ireland,2-1,Mexico,"Citrus Bowl, Orlando",wc26-20260621T130433z
hist-1994-0493,1994,Matchday 3,1994-06-28,Ireland,Norway,0-0,draw,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0494,1994,Matchday 3,1994-06-28,Italy,Mexico,1-1,draw,"RFK Stadium, Washington",wc26-20260621T130433z
hist-1994-0495,1994,Matchday 1,1994-06-19,Belgium,Morocco,1-0,Belgium,"Citrus Bowl, Orlando",wc26-20260621T130433z
hist-1994-0496,1994,Matchday 1,1994-06-20,Netherlands,Saudi Arabia,2-1,Netherlands,"RFK Stadium, Washington",wc26-20260621T130433z
hist-1994-0497,1994,Matchday 2,1994-06-25,Belgium,Netherlands,1-0,Belgium,"Citrus Bowl, Orlando",wc26-20260621T130433z
hist-1994-0498,1994,Matchday 2,1994-06-25,Saudi Arabia,Morocco,2-1,Saudi Arabia,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0499,1994,Matchday 3,1994-06-29,Morocco,Netherlands,1-2,Netherlands,"Citrus Bowl, Orlando",wc26-20260621T130433z
hist-1994-0500,1994,Matchday 3,1994-06-29,Belgium,Saudi Arabia,0-1,Saudi Arabia,"RFK Stadium, Washington",wc26-20260621T130433z
hist-1994-0501,1994,Round of 16,1994-07-02,Germany,Belgium,3-2,Germany,"Soldier Field, Chicago",wc26-20260621T130433z
hist-1994-0502,1994,Round of 16,1994-07-02,Spain,Switzerland,3-0,Spain,"RFK Stadium, Washington",wc26-20260621T130433z
hist-1994-0503,1994,Round of 16,1994-07-03,Saudi Arabia,Sweden,1-3,Sweden,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0504,1994,Round of 16,1994-07-03,Romania,Argentina,3-2,Romania,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0505,1994,Round of 16,1994-07-04,Netherlands,Ireland,2-0,Netherlands,"Citrus Bowl, Orlando",wc26-20260621T130433z
hist-1994-0506,1994,Round of 16,1994-07-04,Brazil,USA,1-0,Brazil,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0507,1994,Round of 16,1994-07-05,Nigeria,Italy,1-2,Italy,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0508,1994,Round of 16,1994-07-05,Mexico,Bulgaria,1-1,Bulgaria,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0509,1994,Quarter-finals,1994-07-09,Italy,Spain,2-1,Italy,"Foxboro Stadium, Foxborough",wc26-20260621T130433z
hist-1994-0510,1994,Quarter-finals,1994-07-09,Netherlands,Brazil,2-3,Brazil,"Cotton Bowl, Dallas",wc26-20260621T130433z
hist-1994-0511,1994,Quarter-finals,1994-07-10,Bulgaria,Germany,2-1,Bulgaria,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0512,1994,Quarter-finals,1994-07-10,Romania,Sweden,2-2,Sweden,"Stanford Stadium, Stanford",wc26-20260621T130433z
hist-1994-0513,1994,Semi-finals,1994-07-13,Bulgaria,Italy,1-2,Italy,"Giants Stadium, East Rutherford",wc26-20260621T130433z
hist-1994-0514,1994,Semi-finals,1994-07-13,Sweden,Brazil,0-1,Brazil,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0515,1994,Third-place match,1994-07-16,Sweden,Bulgaria,4-0,Sweden,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1994-0516,1994,Final,1994-07-17,Brazil,Italy,0-0,Brazil,"Rose Bowl, Pasadena",wc26-20260621T130433z
hist-1998-0517,1998,Matchday 1,1998-06-10,Brazil,Scotland,2-1,Brazil,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0518,1998,Matchday 1,1998-06-10,Morocco,Norway,2-2,draw,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0519,1998,Matchday 2,1998-06-16,Scotland,Norway,1-1,draw,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0520,1998,Matchday 2,1998-06-16,Brazil,Morocco,3-0,Brazil,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0521,1998,Matchday 3,1998-06-23,Scotland,Morocco,0-3,Morocco,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0522,1998,Matchday 3,1998-06-23,Brazil,Norway,1-2,Norway,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0523,1998,Matchday 1,1998-06-11,Cameroon,Austria,1-1,draw,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0524,1998,Matchday 1,1998-06-11,Italy,Chile,2-2,draw,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0525,1998,Matchday 2,1998-06-17,Chile,Austria,1-1,draw,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0526,1998,Matchday 2,1998-06-17,Italy,Cameroon,3-0,Italy,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0527,1998,Matchday 3,1998-06-23,Italy,Austria,2-1,Italy,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0528,1998,Matchday 3,1998-06-23,Chile,Cameroon,1-1,draw,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0529,1998,Matchday 1,1998-06-12,Saudi Arabia,Denmark,0-1,Denmark,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0530,1998,Matchday 1,1998-06-12,France,South Africa,3-0,France,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0531,1998,Matchday 2,1998-06-18,France,Saudi Arabia,4-0,France,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0532,1998,Matchday 2,1998-06-18,South Africa,Denmark,1-1,draw,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0533,1998,Matchday 3,1998-06-24,France,Denmark,2-1,France,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0534,1998,Matchday 3,1998-06-24,South Africa,Saudi Arabia,2-2,draw,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0535,1998,Matchday 1,1998-06-12,Paraguay,Bulgaria,0-0,draw,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0536,1998,Matchday 1,1998-06-13,Spain,Nigeria,2-3,Nigeria,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0537,1998,Matchday 2,1998-06-19,Nigeria,Bulgaria,1-0,Nigeria,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0538,1998,Matchday 2,1998-06-19,Spain,Paraguay,0-0,draw,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0539,1998,Matchday 3,1998-06-24,Spain,Bulgaria,6-1,Spain,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0540,1998,Matchday 3,1998-06-24,Nigeria,Paraguay,1-3,Paraguay,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0541,1998,Matchday 1,1998-06-13,Netherlands,Belgium,0-0,draw,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0542,1998,Matchday 1,1998-06-13,South Korea,Mexico,1-3,Mexico,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0543,1998,Matchday 2,1998-06-20,Netherlands,South Korea,5-0,Netherlands,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0544,1998,Matchday 2,1998-06-20,Belgium,Mexico,2-2,draw,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0545,1998,Matchday 3,1998-06-25,Belgium,South Korea,1-1,draw,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0546,1998,Matchday 3,1998-06-25,Netherlands,Mexico,2-2,draw,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0547,1998,Matchday 1,1998-06-14,Yugoslavia,Iran,1-0,Yugoslavia,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0548,1998,Matchday 1,1998-06-15,Germany,USA,2-0,Germany,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0549,1998,Matchday 2,1998-06-21,Germany,Yugoslavia,2-2,draw,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0550,1998,Matchday 2,1998-06-21,USA,Iran,1-2,Iran,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0551,1998,Matchday 3,1998-06-25,Germany,Iran,2-0,Germany,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0552,1998,Matchday 3,1998-06-25,USA,Yugoslavia,0-1,Yugoslavia,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0553,1998,Matchday 1,1998-06-15,Romania,Colombia,1-0,Romania,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0554,1998,Matchday 1,1998-06-15,England,Tunisia,2-0,England,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0555,1998,Matchday 2,1998-06-22,Colombia,Tunisia,1-0,Colombia,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0556,1998,Matchday 2,1998-06-22,Romania,England,2-1,Romania,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0557,1998,Matchday 3,1998-06-26,Romania,Tunisia,1-1,draw,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0558,1998,Matchday 3,1998-06-26,Colombia,England,0-2,England,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0559,1998,Matchday 1,1998-06-14,Jamaica,Croatia,1-3,Croatia,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0560,1998,Matchday 1,1998-06-14,Argentina,Japan,1-0,Argentina,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0561,1998,Matchday 2,1998-06-20,Japan,Croatia,0-1,Croatia,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0562,1998,Matchday 2,1998-06-21,Argentina,Jamaica,5-0,Argentina,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0563,1998,Matchday 3,1998-06-26,Japan,Jamaica,1-2,Jamaica,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0564,1998,Matchday 3,1998-06-26,Argentina,Croatia,1-0,Argentina,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0565,1998,Round of 16,1998-06-27,Brazil,Chile,4-1,Brazil,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0566,1998,Round of 16,1998-06-27,Italy,Norway,1-0,Italy,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0567,1998,Round of 16,1998-06-28,Nigeria,Denmark,1-4,Denmark,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0568,1998,Round of 16,1998-06-28,France,Paraguay,1-0,France,"Stade Félix Bollaert, Lens",wc26-20260621T130433z
hist-1998-0569,1998,Round of 16,1998-06-29,Germany,Mexico,2-1,Germany,"Stade de la Mosson, Montpellier",wc26-20260621T130433z
hist-1998-0570,1998,Round of 16,1998-06-29,Netherlands,Yugoslavia,2-1,Netherlands,"Stade de Toulouse, Toulouse",wc26-20260621T130433z
hist-1998-0571,1998,Round of 16,1998-06-30,Argentina,England,2-2,Argentina,"Stade Geoffroy-Guichard, Saint-Étienne",wc26-20260621T130433z
hist-1998-0572,1998,Round of 16,1998-06-30,Romania,Croatia,0-1,Croatia,"Parc Lescure, Bordeaux",wc26-20260621T130433z
hist-1998-0573,1998,Quarter-finals,1998-07-03,Italy,France,0-0,France,"Stade de France, Saint-Denis",wc26-20260621T130433z
